Source ID,Target ID
WholeBody_PETCT_cf20ad1656-0_0000,BDMAP_00030383
WholeBody_PETCT_dc6174cb5d-0_0000,BDMAP_00030384
WholeBody_PETCT_d6de1252d9-0_0000,BDMAP_00030385
WholeBody_PETCT_da6161d7eb-0_0000,BDMAP_00030386
WholeBody_PETCT_dc6174cb5d-1_0000,BDMAP_00030387
WholeBody_PETCT_dd975744e7-0_0000,BDMAP_00030388
WholeBody_PETCT_e03b96666f-0_0000,BDMAP_00030389
WholeBody_PETCT_caae8d63f0-0_0000,BDMAP_00030390
WholeBody_PETCT_dd68a71e0a-0_0000,BDMAP_00030391
WholeBody_PETCT_d63f6162a6-0_0000,BDMAP_00030392
WholeBody_PETCT_e0aa99fa04-0_0000,BDMAP_00030393
WholeBody_PETCT_de118d7ab9-0_0000,BDMAP_00030394
WholeBody_PETCT_d5103c8fbf-0_0000,BDMAP_00030395
WholeBody_PETCT_dd8f9f217c-0_0000,BDMAP_00030396
WholeBody_PETCT_ddbb3c69f0-0_0000,BDMAP_00030397
WholeBody_PETCT_e44480b9b8-0_0000,BDMAP_00030398
WholeBody_PETCT_ddca6cfba6-0_0000,BDMAP_00030399
WholeBody_PETCT_e1a4145b63-0_0000,BDMAP_00030400
WholeBody_PETCT_e9e1a391b5-0_0000,BDMAP_00030401
WholeBody_PETCT_d4f3375362-0_0000,BDMAP_00030402
WholeBody_PETCT_cab58c1fee-0_0000,BDMAP_00030403
WholeBody_PETCT_e252be4334-0_0000,BDMAP_00030404
WholeBody_PETCT_cdd237e9b3-0_0000,BDMAP_00030405
WholeBody_PETCT_d7ca3d4aaa-0_0000,BDMAP_00030406
WholeBody_PETCT_e77124b7f4-0_0000,BDMAP_00030407
WholeBody_PETCT_e61c9da258-0_0000,BDMAP_00030408
WholeBody_PETCT_e04b7fa860-0_0000,BDMAP_00030409
WholeBody_PETCT_e4749cda88-0_0000,BDMAP_00030410
WholeBody_PETCT_e69152b6b4-0_0000,BDMAP_00030411
WholeBody_PETCT_ea42c88cc7-0_0000,BDMAP_00030412
WholeBody_PETCT_d8d9e52cd5-3_0000,BDMAP_00030413
WholeBody_PETCT_d8d9e52cd5-0_0000,BDMAP_00030414
WholeBody_PETCT_e2834e6f5c-0_0000,BDMAP_00030415
WholeBody_PETCT_d8d9e52cd5-2_0000,BDMAP_00030416
WholeBody_PETCT_e4712dc58c-0_0000,BDMAP_00030417
WholeBody_PETCT_e77c5fca12-0_0000,BDMAP_00030418
WholeBody_PETCT_ede28cc3c2-0_0000,BDMAP_00030419
WholeBody_PETCT_ea051a3e6c-0_0000,BDMAP_00030420
WholeBody_PETCT_ec6b934720-0_0000,BDMAP_00030421
WholeBody_PETCT_ea6c621616-0_0000,BDMAP_00030422
WholeBody_PETCT_ed9fa4eff1-0_0000,BDMAP_00030423
WholeBody_PETCT_ea0fd89f0f-0_0000,BDMAP_00030424
WholeBody_PETCT_d626611daf-4_0000,BDMAP_00030425
WholeBody_PETCT_ed9dca00d2-0_0000,BDMAP_00030426
WholeBody_PETCT_d8d9e52cd5-1_0000,BDMAP_00030427
WholeBody_PETCT_efd619ecbf-0_0000,BDMAP_00030428
WholeBody_PETCT_ebb0045704-0_0000,BDMAP_00030429
WholeBody_PETCT_ec581d49ef-0_0000,BDMAP_00030430
WholeBody_PETCT_eeeda112bb-0_0000,BDMAP_00030431
WholeBody_PETCT_ee97822c60-0_0000,BDMAP_00030432
WholeBody_PETCT_f1501b1f45-0_0000,BDMAP_00030433
WholeBody_PETCT_dadcd69ba9-0_0000,BDMAP_00030434
WholeBody_PETCT_ec581d49ef-1_0000,BDMAP_00030435
WholeBody_PETCT_f01e83894d-0_0000,BDMAP_00030436
WholeBody_PETCT_eafa147e24-0_0000,BDMAP_00030437
WholeBody_PETCT_ef9d41b836-0_0000,BDMAP_00030438
WholeBody_PETCT_f4668d2bdc-0_0000,BDMAP_00030439
WholeBody_PETCT_f4813007a0-0_0000,BDMAP_00030440
WholeBody_PETCT_d9da6129f8-0_0000,BDMAP_00030441
WholeBody_PETCT_f21755a99b-0_0000,BDMAP_00030442
WholeBody_PETCT_ea9302fb0f-0_0000,BDMAP_00030443
WholeBody_PETCT_f5c2c09846-0_0000,BDMAP_00030444
WholeBody_PETCT_f144b214af-0_0000,BDMAP_00030445
WholeBody_PETCT_f2f28337ba-0_0000,BDMAP_00030446
WholeBody_PETCT_f11f3d3692-0_0000,BDMAP_00030447
WholeBody_PETCT_e79291780d-0_0000,BDMAP_00030448
WholeBody_PETCT_fe705ea1cc-1_0000,BDMAP_00030449
WholeBody_PETCT_fbd907a179-0_0000,BDMAP_00030450
WholeBody_PETCT_f47e31ceb5-0_0000,BDMAP_00030451
WholeBody_PETCT_fb014a1ea0-0_0000,BDMAP_00030452
WholeBody_PETCT_f60ea3abc5-0_0000,BDMAP_00030453
WholeBody_PETCT_f7067b7bbb-0_0000,BDMAP_00030454
WholeBody_PETCT_fde66dd53a-0_0000,BDMAP_00030455
WholeBody_PETCT_faf4a6dbaa-0_0000,BDMAP_00030456
WholeBody_PETCT_f65602d938-0_0000,BDMAP_00030457
WholeBody_PETCT_f9e0c504af-0_0000,BDMAP_00030458
WholeBody_PETCT_e9be8ec30f-0_0000,BDMAP_00030459
WholeBody_PETCT_f9c4d4f9ab-0_0000,BDMAP_00030460
WholeBody_PETCT_f1ca0f7c4c-0_0000,BDMAP_00030461
WholeBody_PETCT_f5c9b0de6c-0_0000,BDMAP_00030462
WholeBody_PETCT_fde79b6aa9-1_0000,BDMAP_00030463
WholeBody_PETCT_f637b5930b-0_0000,BDMAP_00030464
WholeBody_PETCT_f37014ec85-0_0000,BDMAP_00030465
WholeBody_PETCT_f24f3ce1da-0_0000,BDMAP_00030466
WholeBody_PETCT_fcdbe15200-0_0000,BDMAP_00030467
