Source ID,Target ID
DeepLesion_000207_03_01_045-115_0000,BDMAP_00030918
DeepLesion_000205_02_02_151-236_0000,BDMAP_00030919
DeepLesion_000223_09_01_023-047_0000,BDMAP_00030920
DeepLesion_000219_03_01_609-673_0000,BDMAP_00030921
DeepLesion_000224_01_01_050-065_0000,BDMAP_00030922
DeepLesion_000219_01_01_417-477_0000,BDMAP_00030923
DeepLesion_000235_02_01_113-125_0000,BDMAP_00030924
DeepLesion_000238_04_01_016-028_0000,BDMAP_00030925
DeepLesion_000220_12_02_027-088_0000,BDMAP_00030926
DeepLesion_000239_01_01_127-139_0000,BDMAP_00030927
DeepLesion_000239_02_01_122-135_0000,BDMAP_00030928
DeepLesion_000239_02_01_105-119_0000,BDMAP_00030929
DeepLesion_000237_02_01_104-123_0000,BDMAP_00030930
DeepLesion_000239_03_01_123-136_0000,BDMAP_00030931
DeepLesion_000237_03_01_099-119_0000,BDMAP_00030932
DeepLesion_000218_05_01_254-343_0000,BDMAP_00030933
DeepLesion_000237_01_01_099-118_0000,BDMAP_00030934
DeepLesion_000239_03_01_101-119_0000,BDMAP_00030935
DeepLesion_000223_05_02_129-189_0000,BDMAP_00030936
DeepLesion_000237_03_01_007-036_0000,BDMAP_00030937
DeepLesion_000237_01_01_008-033_0000,BDMAP_00030938
DeepLesion_000227_02_01_047-080_0000,BDMAP_00030939
DeepLesion_000227_01_01_044-079_0000,BDMAP_00030940
DeepLesion_000207_05_02_026-130_0000,BDMAP_00030941
DeepLesion_000240_02_01_083-102_0000,BDMAP_00030942
DeepLesion_000240_01_01_083-102_0000,BDMAP_00030943
DeepLesion_000245_01_01_080-093_0000,BDMAP_00030944
DeepLesion_000242_02_01_098-116_0000,BDMAP_00030945
DeepLesion_000242_02_01_006-026_0000,BDMAP_00030946
DeepLesion_000245_02_01_082-098_0000,BDMAP_00030947
DeepLesion_000223_06_03_074-134_0000,BDMAP_00030948
DeepLesion_000245_04_01_036-050_0000,BDMAP_00030949
DeepLesion_000215_09_02_396-507_0000,BDMAP_00030950
DeepLesion_000242_02_01_052-076_0000,BDMAP_00030951
DeepLesion_000245_05_01_098-112_0000,BDMAP_00030952
DeepLesion_000245_05_01_080-096_0000,BDMAP_00030953
DeepLesion_000241_05_01_024-059_0000,BDMAP_00030954
DeepLesion_000220_15_03_143-237_0000,BDMAP_00030955
DeepLesion_000249_01_01_050-062_0000,BDMAP_00030956
DeepLesion_000223_08_01_076-139_0000,BDMAP_00030957
DeepLesion_000234_03_01_081-127_0000,BDMAP_00030958
DeepLesion_000241_08_01_029-066_0000,BDMAP_00030959
DeepLesion_000250_01_01_051-063_0000,BDMAP_00030960
DeepLesion_000225_05_01_268-331_0000,BDMAP_00030961
DeepLesion_000249_02_01_028-040_0000,BDMAP_00030962
DeepLesion_000234_06_02_001-054_0000,BDMAP_00030963
DeepLesion_000250_03_01_087-099_0000,BDMAP_00030964
DeepLesion_000245_04_01_081-108_0000,BDMAP_00030965
DeepLesion_000245_02_01_026-059_0000,BDMAP_00030966
DeepLesion_000245_01_01_020-054_0000,BDMAP_00030967
DeepLesion_000234_04_01_240-300_0000,BDMAP_00030968
DeepLesion_000238_04_02_059-119_0000,BDMAP_00030969
DeepLesion_000222_07_01_001-106_0000,BDMAP_00030970
DeepLesion_000251_01_01_096-111_0000,BDMAP_00030971
DeepLesion_000234_04_01_322-383_0000,BDMAP_00030972
DeepLesion_000251_05_01_095-110_0000,BDMAP_00030973
DeepLesion_000223_05_03_075-158_0000,BDMAP_00030974
DeepLesion_000238_03_01_048-108_0000,BDMAP_00030975
DeepLesion_000238_02_01_063-123_0000,BDMAP_00030976
DeepLesion_000238_09_02_125-195_0000,BDMAP_00030977
DeepLesion_000234_05_01_492-552_0000,BDMAP_00030978
DeepLesion_000252_01_01_017-039_0000,BDMAP_00030979
DeepLesion_000252_04_01_016-038_0000,BDMAP_00030980
DeepLesion_000252_12_01_023-041_0000,BDMAP_00030981
DeepLesion_000252_19_01_018-034_0000,BDMAP_00030982
DeepLesion_000252_07_01_013-031_0000,BDMAP_00030983
DeepLesion_000226_03_01_059-123_0000,BDMAP_00030984
DeepLesion_000252_15_01_017-035_0000,BDMAP_00030985
DeepLesion_000225_05_02_083-154_0000,BDMAP_00030986
DeepLesion_000238_10_01_100-181_0000,BDMAP_00030987
DeepLesion_000254_06_01_091-103_0000,BDMAP_00030988
DeepLesion_000254_07_01_089-101_0000,BDMAP_00030989
DeepLesion_000253_02_01_033-058_0000,BDMAP_00030990
DeepLesion_000257_03_01_026-038_0000,BDMAP_00030991
DeepLesion_000223_09_02_079-176_0000,BDMAP_00030992
DeepLesion_000254_03_01_091-110_0000,BDMAP_00030993
DeepLesion_000241_04_02_045-107_0000,BDMAP_00030994
DeepLesion_000253_01_01_029-053_0000,BDMAP_00030995
DeepLesion_000253_03_01_033-057_0000,BDMAP_00030996
DeepLesion_000254_04_01_090-110_0000,BDMAP_00030997
DeepLesion_000257_05_01_024-037_0000,BDMAP_00030998
DeepLesion_000253_04_01_027-051_0000,BDMAP_00030999
DeepLesion_000224_04_02_113-197_0000,BDMAP_00031000
DeepLesion_000258_02_01_033-055_0000,BDMAP_00031001
DeepLesion_000252_11_01_038-080_0000,BDMAP_00031002
DeepLesion_000252_03_01_039-087_0000,BDMAP_00031003
DeepLesion_000258_01_01_032-054_0000,BDMAP_00031004
DeepLesion_000261_01_01_044-058_0000,BDMAP_00031005
DeepLesion_000260_11_01_098-115_0000,BDMAP_00031006
DeepLesion_000224_05_01_117-224_0000,BDMAP_00031007
DeepLesion_000238_08_01_080-187_0000,BDMAP_00031008
DeepLesion_000238_06_01_093-197_0000,BDMAP_00031009
DeepLesion_000258_03_01_031-052_0000,BDMAP_00031010
DeepLesion_000260_01_01_104-126_0000,BDMAP_00031011
DeepLesion_000260_05_01_067-090_0000,BDMAP_00031012
DeepLesion_000260_06_01_067-092_0000,BDMAP_00031013
DeepLesion_000238_09_03_094-192_0000,BDMAP_00031014
DeepLesion_000260_01_01_067-092_0000,BDMAP_00031015
DeepLesion_000264_01_01_009-026_0000,BDMAP_00031016
DeepLesion_000266_01_01_026-038_0000,BDMAP_00031017
DeepLesion_000260_02_01_069-094_0000,BDMAP_00031018
DeepLesion_000266_02_01_023-035_0000,BDMAP_00031019
DeepLesion_000260_10_01_061-091_0000,BDMAP_00031020
DeepLesion_000229_03_04_123-232_0000,BDMAP_00031021
DeepLesion_000264_02_01_005-031_0000,BDMAP_00031022
DeepLesion_000268_02_01_096-108_0000,BDMAP_00031023
DeepLesion_000251_11_02_461-540_0000,BDMAP_00031024
DeepLesion_000269_01_01_097-109_0000,BDMAP_00031025
DeepLesion_000268_02_01_069-084_0000,BDMAP_00031026
DeepLesion_000268_03_01_072-085_0000,BDMAP_00031027
DeepLesion_000230_05_01_203-306_0000,BDMAP_00031028
DeepLesion_000269_02_01_099-111_0000,BDMAP_00031029
DeepLesion_000269_03_01_100-112_0000,BDMAP_00031030
DeepLesion_000265_06_01_038-063_0000,BDMAP_00031031
DeepLesion_000269_04_01_098-110_0000,BDMAP_00031032
DeepLesion_000260_08_01_048-092_0000,BDMAP_00031033
DeepLesion_000269_05_01_101-113_0000,BDMAP_00031034
DeepLesion_000251_12_02_461-540_0000,BDMAP_00031035
DeepLesion_000268_02_01_118-139_0000,BDMAP_00031036
DeepLesion_000250_02_02_083-164_0000,BDMAP_00031037
DeepLesion_000223_07_01_076-198_0000,BDMAP_00031038
DeepLesion_000255_05_01_328-388_0000,BDMAP_00031039
DeepLesion_000268_02_01_009-037_0000,BDMAP_00031040
DeepLesion_000271_01_01_076-092_0000,BDMAP_00031041
DeepLesion_000252_13_01_065-141_0000,BDMAP_00031042
DeepLesion_000271_08_01_082-094_0000,BDMAP_00031043
DeepLesion_000271_07_01_082-094_0000,BDMAP_00031044
DeepLesion_000271_09_01_052-064_0000,BDMAP_00031045
DeepLesion_000271_09_01_082-094_0000,BDMAP_00031046
DeepLesion_000255_04_01_327-387_0000,BDMAP_00031047
DeepLesion_000228_03_03_135-252_0000,BDMAP_00031048
DeepLesion_000271_02_01_073-095_0000,BDMAP_00031049
DeepLesion_000271_08_01_053-077_0000,BDMAP_00031050
DeepLesion_000252_21_01_084-162_0000,BDMAP_00031051
DeepLesion_000275_01_01_035-051_0000,BDMAP_00031052
DeepLesion_000250_01_02_084-189_0000,BDMAP_00031053
DeepLesion_000275_04_01_034-046_0000,BDMAP_00031054
DeepLesion_000275_01_01_097-115_0000,BDMAP_00031055
DeepLesion_000275_03_01_033-047_0000,BDMAP_00031056
DeepLesion_000275_06_01_051-063_0000,BDMAP_00031057
DeepLesion_000275_04_01_093-107_0000,BDMAP_00031058
DeepLesion_000275_05_01_033-045_0000,BDMAP_00031059
DeepLesion_000275_05_01_098-110_0000,BDMAP_00031060
DeepLesion_000252_09_01_065-155_0000,BDMAP_00031061
DeepLesion_000238_05_01_054-214_0000,BDMAP_00031062
DeepLesion_000275_02_01_033-049_0000,BDMAP_00031063
DeepLesion_000275_03_01_093-111_0000,BDMAP_00031064
DeepLesion_000271_06_01_062-093_0000,BDMAP_00031065
DeepLesion_000271_04_01_061-093_0000,BDMAP_00031066
DeepLesion_000252_20_02_155-248_0000,BDMAP_00031067
DeepLesion_000275_06_01_091-103_0000,BDMAP_00031068
DeepLesion_000275_07_01_005-017_0000,BDMAP_00031069
DeepLesion_000247_04_01_135-239_0000,BDMAP_00031070
DeepLesion_000275_07_01_093-105_0000,BDMAP_00031071
DeepLesion_000275_02_01_093-113_0000,BDMAP_00031072
DeepLesion_000275_08_01_023-035_0000,BDMAP_00031073
DeepLesion_000275_08_01_096-108_0000,BDMAP_00031074
DeepLesion_000275_09_01_096-108_0000,BDMAP_00031075
DeepLesion_000275_10_01_040-052_0000,BDMAP_00031076
DeepLesion_000247_05_01_148-251_0000,BDMAP_00031077
DeepLesion_000234_05_01_254-400_0000,BDMAP_00031078
DeepLesion_000276_06_01_059-071_0000,BDMAP_00031079
DeepLesion_000268_01_01_355-421_0000,BDMAP_00031080
DeepLesion_000278_03_01_057-069_0000,BDMAP_00031081
DeepLesion_000278_04_01_101-113_0000,BDMAP_00031082
DeepLesion_000275_07_01_041-067_0000,BDMAP_00031083
DeepLesion_000252_18_02_147-247_0000,BDMAP_00031084
DeepLesion_000251_12_03_159-264_0000,BDMAP_00031085
DeepLesion_000275_09_01_040-065_0000,BDMAP_00031086
DeepLesion_000245_04_02_103-239_0000,BDMAP_00031087
DeepLesion_000247_06_02_119-235_0000,BDMAP_00031088
DeepLesion_000260_11_02_299-391_0000,BDMAP_00031089
DeepLesion_000275_08_01_039-068_0000,BDMAP_00031090
DeepLesion_000276_06_01_001-023_0000,BDMAP_00031091
DeepLesion_000276_05_01_003-025_0000,BDMAP_00031092
DeepLesion_000260_10_02_361-451_0000,BDMAP_00031093
DeepLesion_000276_04_01_044-073_0000,BDMAP_00031094
DeepLesion_000277_07_01_070-090_0000,BDMAP_00031095
DeepLesion_000266_03_02_103-168_0000,BDMAP_00031096
DeepLesion_000268_04_01_357-423_0000,BDMAP_00031097
DeepLesion_000269_05_02_504-564_0000,BDMAP_00031098
DeepLesion_000261_02_01_271-347_0000,BDMAP_00031099
DeepLesion_000257_04_02_120-225_0000,BDMAP_00031100
DeepLesion_000281_02_01_095-115_0000,BDMAP_00031101
DeepLesion_000281_01_01_095-115_0000,BDMAP_00031102
DeepLesion_000283_02_01_040-052_0000,BDMAP_00031103
DeepLesion_000257_03_02_127-231_0000,BDMAP_00031104
DeepLesion_000283_01_01_041-053_0000,BDMAP_00031105
DeepLesion_000286_02_01_094-106_0000,BDMAP_00031106
DeepLesion_000276_05_01_039-071_0000,BDMAP_00031107
DeepLesion_000279_07_01_023-062_0000,BDMAP_00031108
DeepLesion_000271_12_01_481-541_0000,BDMAP_00031109
DeepLesion_000286_04_01_088-105_0000,BDMAP_00031110
DeepLesion_000287_04_01_043-060_0000,BDMAP_00031111
DeepLesion_000279_03_01_022-062_0000,BDMAP_00031112
DeepLesion_000286_04_01_039-058_0000,BDMAP_00031113
DeepLesion_000286_05_02_089-106_0000,BDMAP_00031114
DeepLesion_000271_13_03_210-274_0000,BDMAP_00031115
DeepLesion_000279_05_01_021-061_0000,BDMAP_00031116
DeepLesion_000250_03_02_036-183_0000,BDMAP_00031117
DeepLesion_000291_03_01_015-032_0000,BDMAP_00031118
DeepLesion_000245_03_02_139-282_0000,BDMAP_00031119
DeepLesion_000287_02_01_047-071_0000,BDMAP_00031120
DeepLesion_000282_01_01_036-073_0000,BDMAP_00031121
DeepLesion_000295_02_01_094-106_0000,BDMAP_00031122
DeepLesion_000294_06_01_103-125_0000,BDMAP_00031123
DeepLesion_000275_10_02_468-528_0000,BDMAP_00031124
DeepLesion_000295_03_01_098-110_0000,BDMAP_00031125
DeepLesion_000295_01_01_096-108_0000,BDMAP_00031126
DeepLesion_000271_12_02_207-272_0000,BDMAP_00031127
DeepLesion_000282_02_01_036-075_0000,BDMAP_00031128
DeepLesion_000291_02_01_053-083_0000,BDMAP_00031129
DeepLesion_000278_05_01_292-352_0000,BDMAP_00031130
DeepLesion_000295_05_01_097-116_0000,BDMAP_00031131
DeepLesion_000271_11_01_301-383_0000,BDMAP_00031132
DeepLesion_000252_22_01_107-245_0000,BDMAP_00031133
DeepLesion_000295_06_01_096-117_0000,BDMAP_00031134
DeepLesion_000271_10_01_456-548_0000,BDMAP_00031135
DeepLesion_000295_07_01_092-115_0000,BDMAP_00031136
DeepLesion_000295_15_01_092-111_0000,BDMAP_00031137
DeepLesion_000295_08_01_093-116_0000,BDMAP_00031138
DeepLesion_000295_10_01_093-114_0000,BDMAP_00031139
DeepLesion_000295_12_01_054-075_0000,BDMAP_00031140
DeepLesion_000271_11_01_455-539_0000,BDMAP_00031141
DeepLesion_000298_03_01_051-063_0000,BDMAP_00031142
DeepLesion_000298_01_01_047-059_0000,BDMAP_00031143
DeepLesion_000298_02_01_048-060_0000,BDMAP_00031144
DeepLesion_000266_04_02_068-180_0000,BDMAP_00031145
DeepLesion_000293_06_01_084-121_0000,BDMAP_00031146
DeepLesion_000299_09_01_038-060_0000,BDMAP_00031147
DeepLesion_000273_02_02_395-497_0000,BDMAP_00031148
DeepLesion_000296_03_03_021-043_0000,BDMAP_00031149
DeepLesion_000305_01_01_078-090_0000,BDMAP_00031150
DeepLesion_000305_02_01_080-092_0000,BDMAP_00031151
DeepLesion_000305_02_01_060-072_0000,BDMAP_00031152
DeepLesion_000305_03_01_076-088_0000,BDMAP_00031153
DeepLesion_000299_08_01_038-063_0000,BDMAP_00031154
DeepLesion_000305_04_01_082-094_0000,BDMAP_00031155
DeepLesion_000305_04_01_062-074_0000,BDMAP_00031156
DeepLesion_000299_10_01_024-050_0000,BDMAP_00031157
DeepLesion_000286_05_01_019-082_0000,BDMAP_00031158
DeepLesion_000307_02_01_101-117_0000,BDMAP_00031159
DeepLesion_000309_03_01_122-130_0000,BDMAP_00031160
DeepLesion_000309_02_01_121-129_0000,BDMAP_00031161
DeepLesion_000282_03_02_177-237_0000,BDMAP_00031162
DeepLesion_000307_04_01_102-116_0000,BDMAP_00031163
DeepLesion_000300_02_01_085-117_0000,BDMAP_00031164
DeepLesion_000307_03_01_100-116_0000,BDMAP_00031165
DeepLesion_000306_02_01_021-045_0000,BDMAP_00031166
DeepLesion_000309_04_01_124-137_0000,BDMAP_00031167
DeepLesion_000282_02_02_166-226_0000,BDMAP_00031168
DeepLesion_000282_04_02_189-249_0000,BDMAP_00031169
DeepLesion_000271_13_02_422-550_0000,BDMAP_00031170
DeepLesion_000300_03_01_081-113_0000,BDMAP_00031171
DeepLesion_000309_02_01_014-031_0000,BDMAP_00031172
DeepLesion_000314_02_01_010-022_0000,BDMAP_00031173
DeepLesion_000314_03_01_006-018_0000,BDMAP_00031174
DeepLesion_000318_04_01_001-007_0000,BDMAP_00031175
DeepLesion_000278_07_01_248-358_0000,BDMAP_00031176
DeepLesion_000314_01_01_006-018_0000,BDMAP_00031177
DeepLesion_000310_02_01_014-039_0000,BDMAP_00031178
DeepLesion_000311_02_01_036-056_0000,BDMAP_00031179
DeepLesion_000313_05_01_062-082_0000,BDMAP_00031180
DeepLesion_000275_10_02_217-332_0000,BDMAP_00031181
DeepLesion_000287_05_01_237-310_0000,BDMAP_00031182
DeepLesion_000318_03_02_048-063_0000,BDMAP_00031183
DeepLesion_000286_03_01_439-521_0000,BDMAP_00031184
DeepLesion_000318_01_01_015-031_0000,BDMAP_00031185
DeepLesion_000277_11_01_308-417_0000,BDMAP_00031186
DeepLesion_000318_04_01_045-063_0000,BDMAP_00031187
DeepLesion_000321_04_01_014-030_0000,BDMAP_00031188
DeepLesion_000319_01_01_052-071_0000,BDMAP_00031189
DeepLesion_000316_04_01_044-074_0000,BDMAP_00031190
DeepLesion_000321_01_01_011-029_0000,BDMAP_00031191
DeepLesion_000321_02_01_018-036_0000,BDMAP_00031192
DeepLesion_000321_05_01_017-033_0000,BDMAP_00031193
DeepLesion_000321_03_01_010-028_0000,BDMAP_00031194
DeepLesion_000321_06_01_010-026_0000,BDMAP_00031195
DeepLesion_000319_02_01_050-071_0000,BDMAP_00031196
DeepLesion_000293_05_02_146-232_0000,BDMAP_00031197
DeepLesion_000321_08_01_010-028_0000,BDMAP_00031198
DeepLesion_000293_01_01_127-215_0000,BDMAP_00031199
DeepLesion_000280_03_02_276-382_0000,BDMAP_00031200
DeepLesion_000324_03_01_038-058_0000,BDMAP_00031201
DeepLesion_000280_02_01_100-212_0000,BDMAP_00031202
DeepLesion_000293_02_01_107-198_0000,BDMAP_00031203
DeepLesion_000293_04_02_119-199_0000,BDMAP_00031204
DeepLesion_000302_01_01_262-322_0000,BDMAP_00031205
DeepLesion_000302_01_01_193-253_0000,BDMAP_00031206
DeepLesion_000252_23_01_244-436_0000,BDMAP_00031207
DeepLesion_000326_02_01_020-032_0000,BDMAP_00031208
DeepLesion_000327_02_02_026-038_0000,BDMAP_00031209
DeepLesion_000302_02_03_204-264_0000,BDMAP_00031210
DeepLesion_000326_03_01_021-033_0000,BDMAP_00031211
DeepLesion_000326_04_01_018-031_0000,BDMAP_00031212
DeepLesion_000296_03_01_137-219_0000,BDMAP_00031213
DeepLesion_000327_03_01_001-013_0000,BDMAP_00031214
DeepLesion_000325_02_01_009-034_0000,BDMAP_00031215
DeepLesion_000327_03_02_026-040_0000,BDMAP_00031216
DeepLesion_000325_03_01_013-038_0000,BDMAP_00031217
DeepLesion_000308_01_01_115-176_0000,BDMAP_00031218
DeepLesion_000299_11_01_172-256_0000,BDMAP_00031219
DeepLesion_000325_04_01_006-033_0000,BDMAP_00031220
DeepLesion_000328_01_01_105-117_0000,BDMAP_00031221
DeepLesion_000327_06_01_047-063_0000,BDMAP_00031222
DeepLesion_000328_02_01_072-084_0000,BDMAP_00031223
DeepLesion_000328_03_01_107-119_0000,BDMAP_00031224
DeepLesion_000328_08_01_106-119_0000,BDMAP_00031225
DeepLesion_000327_07_03_051-067_0000,BDMAP_00031226
DeepLesion_000328_07_01_107-120_0000,BDMAP_00031227
DeepLesion_000325_06_01_009-041_0000,BDMAP_00031228
DeepLesion_000329_01_01_060-072_0000,BDMAP_00031229
DeepLesion_000327_05_01_016-041_0000,BDMAP_00031230
DeepLesion_000325_05_01_007-040_0000,BDMAP_00031231
DeepLesion_000294_06_02_039-147_0000,BDMAP_00031232
DeepLesion_000331_07_01_002-014_0000,BDMAP_00031233
DeepLesion_000325_07_01_008-046_0000,BDMAP_00031234
DeepLesion_000327_04_01_015-042_0000,BDMAP_00031235
DeepLesion_000327_06_01_014-042_0000,BDMAP_00031236
DeepLesion_000299_06_02_131-231_0000,BDMAP_00031237
DeepLesion_000293_06_03_108-206_0000,BDMAP_00031238
DeepLesion_000328_09_01_014-034_0000,BDMAP_00031239
DeepLesion_000327_07_03_017-043_0000,BDMAP_00031240
DeepLesion_000331_09_01_035-047_0000,BDMAP_00031241
DeepLesion_000330_05_01_020-045_0000,BDMAP_00031242
DeepLesion_000331_09_01_004-021_0000,BDMAP_00031243
DeepLesion_000331_06_01_027-057_0000,BDMAP_00031244
DeepLesion_000331_07_01_035-056_0000,BDMAP_00031245
DeepLesion_000284_03_01_005-114_0000,BDMAP_00031246
DeepLesion_000331_09_01_060-076_0000,BDMAP_00031247
DeepLesion_000299_07_02_136-234_0000,BDMAP_00031248
DeepLesion_000331_10_01_064-080_0000,BDMAP_00031249
DeepLesion_000317_02_01_341-409_0000,BDMAP_00031250
DeepLesion_000331_10_01_007-025_0000,BDMAP_00031251
DeepLesion_000321_07_02_334-400_0000,BDMAP_00031252
DeepLesion_000331_06_01_068-098_0000,BDMAP_00031253
DeepLesion_000324_02_02_226-286_0000,BDMAP_00031254
DeepLesion_000296_02_02_138-240_0000,BDMAP_00031255
DeepLesion_000332_02_01_043-061_0000,BDMAP_00031256
DeepLesion_000331_10_01_028-050_0000,BDMAP_00031257
DeepLesion_000317_01_01_317-397_0000,BDMAP_00031258
DeepLesion_000332_01_01_038-058_0000,BDMAP_00031259
DeepLesion_000338_01_01_053-065_0000,BDMAP_00031260
DeepLesion_000296_01_02_136-236_0000,BDMAP_00031261
DeepLesion_000333_02_01_017-035_0000,BDMAP_00031262
DeepLesion_000306_08_02_111-229_0000,BDMAP_00031263
DeepLesion_000340_04_01_010-022_0000,BDMAP_00031264
DeepLesion_000340_05_01_008-020_0000,BDMAP_00031265
DeepLesion_000340_08_01_010-022_0000,BDMAP_00031266
DeepLesion_000340_07_01_010-022_0000,BDMAP_00031267
DeepLesion_000337_02_01_056-074_0000,BDMAP_00031268
DeepLesion_000341_02_01_023-035_0000,BDMAP_00031269
DeepLesion_000341_01_01_027-039_0000,BDMAP_00031270
DeepLesion_000321_07_02_049-129_0000,BDMAP_00031271
DeepLesion_000324_04_02_207-267_0000,BDMAP_00031272
DeepLesion_000336_01_01_024-045_0000,BDMAP_00031273
DeepLesion_000310_02_02_322-438_0000,BDMAP_00031274
DeepLesion_000341_03_01_023-035_0000,BDMAP_00031275
DeepLesion_000341_04_01_021-033_0000,BDMAP_00031276
DeepLesion_000324_05_02_221-281_0000,BDMAP_00031277
DeepLesion_000326_05_01_246-306_0000,BDMAP_00031278
DeepLesion_000341_05_01_023-035_0000,BDMAP_00031279
DeepLesion_000326_05_01_089-149_0000,BDMAP_00031280
DeepLesion_000341_06_01_023-035_0000,BDMAP_00031281
DeepLesion_000315_03_01_083-182_0000,BDMAP_00031282
DeepLesion_000337_01_01_054-081_0000,BDMAP_00031283
DeepLesion_000340_08_01_050-075_0000,BDMAP_00031284
DeepLesion_000342_04_01_053-065_0000,BDMAP_00031285
DeepLesion_000340_06_01_009-036_0000,BDMAP_00031286
DeepLesion_000342_03_01_054-066_0000,BDMAP_00031287
DeepLesion_000341_03_01_064-088_0000,BDMAP_00031288
DeepLesion_000341_05_01_041-065_0000,BDMAP_00031289
DeepLesion_000341_05_01_067-092_0000,BDMAP_00031290
DeepLesion_000308_03_02_061-152_0000,BDMAP_00031291
DeepLesion_000338_04_01_048-085_0000,BDMAP_00031292
DeepLesion_000345_03_01_022-036_0000,BDMAP_00031293
DeepLesion_000331_08_01_056-116_0000,BDMAP_00031294
DeepLesion_000348_03_01_044-056_0000,BDMAP_00031295
DeepLesion_000284_04_02_012-146_0000,BDMAP_00031296
DeepLesion_000348_02_01_039-051_0000,BDMAP_00031297
DeepLesion_000346_01_01_050-063_0000,BDMAP_00031298
DeepLesion_000300_01_01_418-570_0000,BDMAP_00031299
DeepLesion_000315_04_02_081-184_0000,BDMAP_00031300
DeepLesion_000347_02_01_059-081_0000,BDMAP_00031301
DeepLesion_000352_02_01_017-029_0000,BDMAP_00031302
DeepLesion_000348_02_01_018-037_0000,BDMAP_00031303
DeepLesion_000347_01_01_061-082_0000,BDMAP_00031304
DeepLesion_000353_02_01_035-050_0000,BDMAP_00031305
DeepLesion_000346_02_01_070-100_0000,BDMAP_00031306
DeepLesion_000349_02_01_091-117_0000,BDMAP_00031307
DeepLesion_000353_01_01_033-048_0000,BDMAP_00031308
DeepLesion_000355_02_01_005-020_0000,BDMAP_00031309
DeepLesion_000349_01_01_091-116_0000,BDMAP_00031310
DeepLesion_000331_08_01_302-380_0000,BDMAP_00031311
DeepLesion_000282_04_01_181-376_0000,BDMAP_00031312
DeepLesion_000348_01_01_021-050_0000,BDMAP_00031313
DeepLesion_000338_05_02_342-402_0000,BDMAP_00031314
DeepLesion_000341_06_01_044-091_0000,BDMAP_00031315
DeepLesion_000364_02_01_055-067_0000,BDMAP_00031316
DeepLesion_000364_02_01_095-107_0000,BDMAP_00031317
DeepLesion_000361_06_01_053-068_0000,BDMAP_00031318
DeepLesion_000315_04_03_064-175_0000,BDMAP_00031319
DeepLesion_000364_01_01_050-062_0000,BDMAP_00031320
DeepLesion_000360_06_01_042-068_0000,BDMAP_00031321
DeepLesion_000351_01_01_261-321_0000,BDMAP_00031322
DeepLesion_000364_01_01_093-105_0000,BDMAP_00031323
DeepLesion_000340_06_02_129-199_0000,BDMAP_00031324
DeepLesion_000363_02_01_059-082_0000,BDMAP_00031325
DeepLesion_000363_03_01_055-078_0000,BDMAP_00031326
DeepLesion_000365_02_01_119-139_0000,BDMAP_00031327
DeepLesion_000361_03_01_053-090_0000,BDMAP_00031328
DeepLesion_000341_03_02_190-250_0000,BDMAP_00031329
DeepLesion_000331_10_02_274-373_0000,BDMAP_00031330
DeepLesion_000361_04_01_050-086_0000,BDMAP_00031331
DeepLesion_000365_04_01_099-115_0000,BDMAP_00031332
DeepLesion_000332_09_01_059-150_0000,BDMAP_00031333
DeepLesion_000368_02_01_103-115_0000,BDMAP_00031334
DeepLesion_000344_01_01_521-583_0000,BDMAP_00031335
DeepLesion_000368_01_01_104-116_0000,BDMAP_00031336
DeepLesion_000332_02_02_208-301_0000,BDMAP_00031337
DeepLesion_000366_02_01_023-043_0000,BDMAP_00031338
DeepLesion_000372_02_01_003-015_0000,BDMAP_00031339
DeepLesion_000357_08_02_274-340_0000,BDMAP_00031340
DeepLesion_000370_04_01_013-031_0000,BDMAP_00031341
DeepLesion_000328_08_02_244-372_0000,BDMAP_00031342
DeepLesion_000372_03_01_002-014_0000,BDMAP_00031343
DeepLesion_000372_04_01_006-018_0000,BDMAP_00031344
DeepLesion_000357_09_02_271-336_0000,BDMAP_00031345
DeepLesion_000342_01_02_122-201_0000,BDMAP_00031346
DeepLesion_000374_01_01_056-072_0000,BDMAP_00031347
DeepLesion_000332_04_03_191-295_0000,BDMAP_00031348
DeepLesion_000374_02_01_057-073_0000,BDMAP_00031349
DeepLesion_000348_04_02_086-165_0000,BDMAP_00031350
DeepLesion_000374_03_01_060-076_0000,BDMAP_00031351
DeepLesion_000332_05_03_189-298_0000,BDMAP_00031352
DeepLesion_000375_02_01_061-073_0000,BDMAP_00031353
DeepLesion_000357_06_01_273-345_0000,BDMAP_00031354
DeepLesion_000360_02_01_122-188_0000,BDMAP_00031355
DeepLesion_000332_03_02_201-306_0000,BDMAP_00031356
DeepLesion_000360_12_01_109-169_0000,BDMAP_00031357
DeepLesion_000360_11_01_115-175_0000,BDMAP_00031358
DeepLesion_000375_02_01_034-053_0000,BDMAP_00031359
DeepLesion_000355_02_02_051-111_0000,BDMAP_00031360
DeepLesion_000376_05_01_102-114_0000,BDMAP_00031361
DeepLesion_000376_07_01_104-116_0000,BDMAP_00031362
DeepLesion_000282_03_01_112-372_0000,BDMAP_00031363
DeepLesion_000368_01_01_001-040_0000,BDMAP_00031364
DeepLesion_000361_05_01_246-322_0000,BDMAP_00031365
DeepLesion_000376_01_01_048-072_0000,BDMAP_00031366
DeepLesion_000360_03_01_133-213_0000,BDMAP_00031367
DeepLesion_000342_02_02_118-212_0000,BDMAP_00031368
